,PROPERTY: Calculated Density (g/cm$^3$),PROPERTY: Test temperature ($^\circ$C),PROPERTY: YS (MPa),PROPERTY: Calculated Young modulus (GPa),PROPERTY: Type of test::C,PROPERTY: Type of test::T,PROPERTY: Processing method::CAST,PROPERTY: Processing method::WROUGHT,PROPERTY: Processing method::ANNEAL,PROPERTY: Processing method::OTHER,PROPERTY: Processing method::POWDER,PROPERTY: Microstructure::BCC,PROPERTY: Microstructure::FCC,FORMULA::Al,FORMULA::Co,FORMULA::Fe,FORMULA::Ni,FORMULA::Si,FORMULA::Cr,FORMULA::Mn,FORMULA::Mo,FORMULA::Nb,FORMULA::Cu,FORMULA::Ti,FORMULA::V,FORMULA::Ta,FORMULA::Zr,FORMULA::Hf,FORMULA::W,FORMULA::Zn,FORMULA::Re,FORMULA::Mg
954,9.1,1200.0,89.0,107.0,1,0,0,0,0,1,0,1,0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.6,0.0,0.0,0.0,0.0
955,6.0,1200.0,100.0,189.0,1,0,0,0,1,0,0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
956,6.5,1200.0,200.0,151.0,1,0,0,0,1,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
957,9.0,1200.0,60.0,126.0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0
958,9.9,1200.0,556.0,137.0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
959,8.7,1200.0,187.0,128.0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
960,10.2,1200.0,404.0,143.0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
961,9.9,1200.0,92.0,107.0,1,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
962,11.0,1200.0,659.0,209.0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
963,11.8,1200.0,586.0,222.0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
964,12.4,1200.0,735.0,229.0,1,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
965,13.7,1200.0,506.0,250.0,1,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
966,7.7,1200.0,324.0,177.0,1,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
967,7.4,1200.0,102.0,101.0,1,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0
968,6.5,1200.0,61.0,94.0,1,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
980,8.0,25.0,293.1,220.0,0,1,0,1,0,0,0,0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
981,9.9,25.0,985.0,107.0,0,1,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
982,9.9,25.0,972.0,107.0,0,1,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
983,9.9,25.0,967.0,107.0,0,1,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
985,8.5,25.0,276.0,207.0,0,1,0,1,0,0,0,0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
986,8.5,25.0,217.0,207.0,0,1,0,1,0,0,0,0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
987,8.5,25.0,201.0,207.0,0,1,0,1,0,0,0,0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
992,8.7,25.0,1719.0,128.0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
995,8.1,25.0,529.0,203.0,0,1,0,1,0,0,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
996,8.1,25.0,522.0,203.0,0,1,0,1,0,0,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
997,8.1,25.0,460.0,203.0,0,1,0,1,0,0,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
998,8.1,25.0,407.0,203.0,0,1,0,1,0,0,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
999,8.1,25.0,372.0,203.0,0,1,0,1,0,0,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,8.1,25.0,322.0,203.0,0,1,0,1,0,0,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001,8.4,25.0,333.0,202.0,0,1,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1002,8.4,25.0,601.0,202.0,0,1,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003,8.4,25.0,321.0,202.0,0,1,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1004,8.4,25.0,267.0,202.0,0,1,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1005,8.7,25.0,745.0,213.0,0,1,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1006,8.7,25.0,623.0,213.0,0,1,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1007,8.7,25.0,387.0,213.0,0,1,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1008,8.7,25.0,330.0,213.0,0,1,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1009,8.2,25.0,631.0,226.0,0,1,0,1,0,0,0,0,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010,8.2,25.0,494.0,226.0,0,1,0,1,0,0,0,0,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1011,8.2,25.0,448.0,226.0,0,1,0,1,0,0,0,0,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1012,8.2,25.0,273.0,226.0,0,1,0,1,0,0,0,0,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1013,8.2,25.0,172.0,226.0,0,1,0,1,0,0,0,0,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1014,8.1,25.0,518.0,238.0,0,1,0,1,0,0,0,0,1,0.0,0.25,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1015,8.1,25.0,462.0,238.0,0,1,0,1,0,0,0,0,1,0.0,0.25,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1016,8.1,25.0,395.0,238.0,0,1,0,1,0,0,0,0,1,0.0,0.25,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1017,8.1,25.0,356.0,238.0,0,1,0,1,0,0,0,0,1,0.0,0.25,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1029,8.0,25.0,210.0,220.0,0,1,1,0,0,0,0,0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1030,8.0,25.0,1150.0,220.0,0,1,0,1,0,0,0,0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1031,8.0,25.0,1300.0,220.0,0,1,0,1,0,0,0,0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1032,8.0,25.0,1050.0,220.0,0,1,0,1,0,0,0,0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1033,8.0,25.0,560.0,220.0,0,1,0,1,0,0,0,0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1034,8.0,25.0,520.0,220.0,0,1,0,1,0,0,0,0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1035,8.0,25.0,320.0,220.0,0,1,0,1,0,0,0,0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1036,8.0,25.0,280.0,220.0,0,1,0,1,0,0,0,0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1037,8.4,-196.0,419.0,202.0,0,1,1,0,0,0,0,0,1,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1038,8.4,-70.0,350.0,202.0,0,1,1,0,0,0,0,0,1,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1039,8.4,20.0,252.0,202.0,0,1,1,0,0,0,0,0,1,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1040,8.4,600.0,214.0,202.0,0,1,1,0,0,0,0,0,1,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1041,8.4,700.0,212.0,202.0,0,1,1,0,0,0,0,0,1,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1042,8.4,800.0,187.0,202.0,0,1,1,0,0,0,0,0,1,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1068,13.7,25.0,896.0,298.0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0
1073,7.4,23.0,520.0,185.0,0,1,0,0,1,0,0,0,1,0.278,0.694,0.417,1.0,0.0,0.222,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1074,7.4,600.0,470.0,185.0,0,1,0,0,1,0,0,0,1,0.278,0.694,0.417,1.0,0.0,0.222,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1075,7.4,700.0,461.0,185.0,0,1,0,0,1,0,0,0,1,0.278,0.694,0.417,1.0,0.0,0.222,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1076,7.4,800.0,445.0,185.0,0,1,0,0,1,0,0,0,1,0.278,0.694,0.417,1.0,0.0,0.222,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1077,7.4,900.0,219.0,185.0,0,1,0,0,1,0,0,0,1,0.278,0.694,0.417,1.0,0.0,0.222,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1078,7.4,23.0,627.0,185.0,0,1,0,0,1,0,0,0,1,0.278,0.694,0.417,1.0,0.0,0.222,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1079,7.4,600.0,594.0,185.0,0,1,0,0,1,0,0,0,1,0.278,0.694,0.417,1.0,0.0,0.222,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1080,7.4,700.0,547.0,185.0,0,1,0,0,1,0,0,0,1,0.278,0.694,0.417,1.0,0.0,0.222,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1081,7.4,800.0,399.0,185.0,0,1,0,0,1,0,0,0,1,0.278,0.694,0.417,1.0,0.0,0.222,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1082,7.4,900.0,243.0,185.0,0,1,0,0,1,0,0,0,1,0.278,0.694,0.417,1.0,0.0,0.222,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1083,7.9,25.0,401.0,208.0,0,1,0,1,0,0,0,0,1,0.0,0.286,1.0,0.714,0.0,0.429,0.143,0.0,0.0,0.0,0.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1084,7.9,25.0,350.0,208.0,0,1,0,1,0,0,0,0,1,0.0,0.286,1.0,0.714,0.0,0.429,0.143,0.0,0.0,0.0,0.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1085,7.9,25.0,312.0,208.0,0,1,0,1,0,0,0,0,1,0.0,0.286,1.0,0.714,0.0,0.429,0.143,0.0,0.0,0.0,0.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1086,7.9,25.0,240.0,208.0,0,1,0,1,0,0,0,0,1,0.0,0.286,1.0,0.714,0.0,0.429,0.143,0.0,0.0,0.0,0.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1087,7.9,25.0,210.0,208.0,0,1,0,1,0,0,0,0,1,0.0,0.286,1.0,0.714,0.0,0.429,0.143,0.0,0.0,0.0,0.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1121,6.5,25.0,1223.0,94.0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1122,8.4,25.0,1000.0,89.0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1125,6.5,800.0,462.0,94.0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1126,8.4,800.0,303.0,89.0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1127,6.5,1000.0,218.0,94.0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1128,8.4,1000.0,154.0,89.0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1129,8.2,25.0,163.0,226.0,1,0,1,0,0,0,0,0,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1130,8.9,25.0,335.0,238.0,1,0,1,0,0,0,0,0,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
1135,7.8,25.0,62.0,200.0,0,1,0,1,0,0,0,0,1,0.15,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1181,7.8,25.0,540.0,214.0,0,1,0,1,0,0,0,0,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1184,7.8,25.0,586.0,213.0,0,1,0,1,0,0,0,0,1,0.0,0.333,0.667,1.0,0.0,0.667,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1185,7.8,25.0,672.0,212.0,0,1,0,1,0,0,0,0,1,0.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1187,10.0,20.0,573.0,136.0,1,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1188,10.0,100.0,486.0,136.0,1,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1189,10.0,200.0,378.0,136.0,1,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1190,10.0,300.0,314.0,136.0,1,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1191,10.0,400.0,232.0,136.0,1,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1192,10.0,600.0,222.0,136.0,1,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1193,10.0,800.0,210.0,136.0,1,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1194,10.0,1000.0,160.0,136.0,1,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1195,8.2,20.0,1152.0,120.0,1,0,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1196,8.2,200.0,740.0,120.0,1,0,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1197,8.2,100.0,740.0,120.0,1,0,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1198,10.0,20.0,1210.0,179.0,1,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1199,10.0,60.0,1071.0,179.0,1,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,10.0,100.0,1029.0,179.0,1,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1201,10.0,200.0,868.0,179.0,1,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1202,10.0,300.0,732.0,179.0,1,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1203,10.0,400.0,685.0,179.0,1,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1204,10.0,600.0,593.0,179.0,1,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1205,10.0,800.0,564.0,179.0,1,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1206,10.0,1000.0,539.0,179.0,1,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1207,12.1,20.0,1054.0,198.0,1,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1208,12.1,100.0,968.0,198.0,1,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1209,12.1,200.0,869.0,198.0,1,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1210,12.1,300.0,754.0,198.0,1,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1211,12.1,400.0,627.0,198.0,1,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1212,12.1,600.0,596.0,198.0,1,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1213,12.1,800.0,564.0,198.0,1,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1214,12.1,1000.0,459.0,198.0,1,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1215,10.9,20.0,860.0,119.0,1,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1216,10.9,20.0,834.0,119.0,1,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1217,10.9,200.0,610.0,119.0,1,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1218,10.9,600.0,473.0,119.0,1,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
